"id_gym";"type_gym";"name"
14641;"Outdoors Installations Gym";"Merton"
13895;"Other types";"Kensington and Chelsea"
3064;"Martial Arts Gym";"Camden"
7368;"Martial Arts Gym";"Islington"
18134;"Martial Arts Gym";"Newham"
5818;"Health Clubs";"Hillingdon"
19586;"Smaller Gym";"Merton"
11355;"Health Clubs";"Lewisham"
9246;"Health Clubs";"Barking and Dagenham"
22148;"Other types";"Lambeth"
19468;"Martial Arts Gym";"Barnet"
12599;"Martial Arts Gym";"Hounslow"
2469;"Gym with Swimming Pool";"Bromley"
20063;"Health Clubs";"Havering"
4261;"Health Clubs";"Newham"
19412;"Gym with Swimming Pool";"Bexley"
6881;"Other types";"Haringey"
4078;"Martial Arts Gym";"Hammersmith and Fulham"
19157;"Martial Arts Gym";"Barking and Dagenham"
19652;"Gym with Swimming Pool";"Ealing"
8063;"Martial Arts Gym";"Hammersmith and Fulham"
19176;"Other types";"Lambeth"
2139;"Fitness Centers";"Tower Hamlets"
12258;"Health Clubs";"Lambeth"
6185;"Martial Arts Gym";"Redbridge"
2079;"Social Gym";"Hammersmith and Fulham"
858;"Social Gym";"Hillingdon"
2926;"Outdoors Installations Gym";"Croydon"
16850;"Martial Arts Gym";"Kensington and Chelsea"
154;"Martial Arts Gym";"Tower Hamlets"
14841;"Smaller Gym";"Sutton"
5080;"Other types";"Hammersmith and Fulham"
7274;"Other types";"Barking and Dagenham"
11358;"Martial Arts Gym";"Lewisham"
13238;"Fitness Centers";"Lambeth"
16659;"Smaller Gym";"Wandsworth"
277;"Martial Arts Gym";"Newham"
14851;"Health Clubs";"Sutton"
7803;"Gym with Swimming Pool";"Hillingdon"
16788;"Fitness Centers";"Croydon"
12439;"Smaller Gym";"Brent"
22225;"Dance Gym";"Islington"
22371;"Smaller Gym";"Greenwich"
10059;"Martial Arts Gym";"Hackney"
6919;"Martial Arts Gym";"Croydon"
23088;"Martial Arts Gym";"Newham"
13284;"Martial Arts Gym";"Southwark"
10669;"Other types";"Kingston upon Thames"
11005;"Fitness Centers";"Hammersmith and Fulham"
7970;"Fitness Centers";"Kensington and Chelsea"
13752;"Other types";"Hillingdon"
14126;"Other types";"Havering"
967;"Other types";"Sutton"
9393;"Martial Arts Gym";"Lewisham"
17288;"Dance Gym";"Lewisham"
1378;"Health Clubs";"Southwark"
15997;"Martial Arts Gym";"Hackney"
14783;"Martial Arts Gym";"Haringey"
14207;"Martial Arts Gym";"Barking and Dagenham"
10976;"Health Clubs";"Camden"
9924;"Martial Arts Gym";"Kensington and Chelsea"
973;"Other types";"Sutton"
8206;"Gym with Swimming Pool";"Havering"
2684;"Social Gym";"Hounslow"
12218;"Health Clubs";"Barking and Dagenham"
9915;"Health Clubs";"Sutton"
12074;"Fitness Centers";"Tower Hamlets"
14656;"Dance Gym";"Merton"
11921;"Smaller Gym";"Kensington and Chelsea"
9370;"Other types";"Lewisham"
15063;"Dance Gym";"Waltham Forest"
9866;"Outdoors Installations Gym";"Croydon"
13052;"Smaller Gym";"Tower Hamlets"
21370;"Dance Gym";"Greenwich"
22116;"Other types";"Barking and Dagenham"
5558;"Health Clubs";"Bexley"
13724;"Other types";"Ealing"
10055;"Social Gym";"Hackney"
4606;"Other types";"Barnet"
23584;"Other types";"Wandsworth"
20741;"Gym with Swimming Pool";"Haringey"
4643;"Outdoors Installations Gym";"Richmond upon Thames"
12943;"Martial Arts Gym";"Westminster"
9677;"Smaller Gym";"Kingston upon Thames"
23392;"Smaller Gym";"Bexley"
15042;"Health Clubs";"Tower Hamlets"
9697;"Fitness Centers";"Merton"
8179;"Outdoors Installations Gym";"Redbridge"
7198;"Martial Arts Gym";"Redbridge"
15126;"Martial Arts Gym";"Havering"
17703;"Social Gym";"Hillingdon"
4368;"Martial Arts Gym";"Southwark"
6580;"Outdoors Installations Gym";"NULL"
16627;"Smaller Gym";"Merton"
17089;"Smaller Gym";"Redbridge"
1237;"Smaller Gym";"Havering"
1993;"Other types";"Kensington and Chelsea"
17091;"Fitness Centers";"Havering"
20849;"Other types";"Westminster"
17536;"Dance Gym";"Hounslow"
22340;"Dance Gym";"Brent"
8885;"Health Clubs";"Croydon"
14819;"Social Gym";"Croydon"
10998;"Martial Arts Gym";"Camden"
16100;"Dance Gym";"Redbridge"
4727;"Gym with Swimming Pool";"Merton"
5483;"Martial Arts Gym";"Harrow"
5185;"Other types";"Redbridge"
20370;"Martial Arts Gym";"Greenwich"
15927;"Martial Arts Gym";"Camden"
7396;"Fitness Centers";"Lewisham"
8603;"Martial Arts Gym";"Barnet"
16050;"Gym with Swimming Pool";"Waltham Forest"
19666;"Other types";"Hillingdon"
2457;"Fitness Centers";"Bromley"
2530;"Other types";"Brent"
18539;"Health Clubs";"Hounslow"
16876;"Gym with Swimming Pool";"Westminster"
7276;"Fitness Centers";"Barking and Dagenham"
8250;"Fitness Centers";"Newham"
20500;"Social Gym";"Richmond upon Thames"
10481;"Gym with Swimming Pool";"Greenwich"
13017;"Other types";"Hackney"
16223;"Fitness Centers";"Lambeth"
12646;"Martial Arts Gym";"Kingston upon Thames"
10195;"Martial Arts Gym";"Havering"
19376;"Gym with Swimming Pool";"Brent"
20758;"Gym with Swimming Pool";"Croydon"
14291;"Outdoors Installations Gym";"Islington"
21176;"Health Clubs";"Southwark"
19410;"Other types";"Bexley"
19604;"Fitness Centers";"Merton"
8994;"Fitness Centers";"Camden"
17831;"Martial Arts Gym";"Sutton"
12647;"Fitness Centers";"Kingston upon Thames"
11324;"Other types";"Islington"
10261;"Health Clubs";"Lambeth"
7471;"Martial Arts Gym";"Harrow"
16511;"Social Gym";"Barnet"
9990;"Health Clubs";"Camden"
7693;"Fitness Centers";"Kingston upon Thames"
16811;"Smaller Gym";"Croydon"
17669;"Health Clubs";"Ealing"
2214;"Dance Gym";"Redbridge"
9289;"Other types";"Lambeth"
1640;"Social Gym";"Barnet"
22356;"Martial Arts Gym";"Greenwich"
5627;"Martial Arts Gym";"Barnet"
777;"Social Gym";"Wandsworth"
1697;"Gym with Swimming Pool";"Hounslow"
14495;"Outdoors Installations Gym";"NULL"
23417;"Gym with Swimming Pool";"Barnet"
8452;"Other types";"Harrow"
5637;"Smaller Gym";"Richmond upon Thames"
2964;"Fitness Centers";"Sutton"
14365;"Other types";"Bromley"
17169;"Dance Gym";"Barking and Dagenham"
13991;"Health Clubs";"Hammersmith and Fulham"
12579;"Other types";"Richmond upon Thames"
22490;"Smaller Gym";"Hounslow"
1997;"Gym with Swimming Pool";"Kensington and Chelsea"
5567;"Social Gym";"Bexley"
18464;"Fitness Centers";"Barnet"
2968;"Martial Arts Gym";"Sutton"
5444;"Gym with Swimming Pool";"Bromley"
2904;"Other types";"Haringey"
9647;"Dance Gym";"Hounslow"
2844;"Outdoors Installations Gym";"Hillingdon"
20254;"Gym with Swimming Pool";"Lewisham"
14997;"Other types";"Hackney"
4805;"Social Gym";"Ealing"
19950;"Other types";"Hackney"
4298;"Social Gym";"Barking and Dagenham"
21112;"Martial Arts Gym";"Newham"
21956;"Other types";"Hackney"
18749;"Fitness Centers";"Haringey"
19956;"Health Clubs";"Hackney"
15582;"Martial Arts Gym";"Hounslow"
9159;"Other types";"Redbridge"
8649;"Gym with Swimming Pool";"Hounslow"
3290;"Outdoors Installations Gym";"Barking and Dagenham"
8624;"Other types";"Richmond upon Thames"
2751;"Health Clubs";"Merton"
17604;"Dance Gym";"Merton"
4570;"Dance Gym";"Bexley"
3163;"Martial Arts Gym";"Tower Hamlets"
11640;"Martial Arts Gym";"Kingston upon Thames"
3958;"Fitness Centers";"Sutton"
3113;"Other types";"Hackney"
3529;"Fitness Centers";"Brent"
9190;"Health Clubs";"Havering"
4240;"Gym with Swimming Pool";"Havering"
18091;"Health Clubs";"Havering"
6163;"Martial Arts Gym";"Waltham Forest"
5533;"Outdoors Installations Gym";"Greenwich"
4611;"Other types";"Barnet"
3151;"Martial Arts Gym";"Tower Hamlets"
21240;"Martial Arts Gym";"Lewisham"
11599;"Fitness Centers";"Hounslow"
4396;"Health Clubs";"Islington"
5965;"Social Gym";"Kensington and Chelsea"
17540;"Smaller Gym";"Hounslow"
2113;"Other types";"Hackney"
8139;"Outdoors Installations Gym";"Waltham Forest"
9003;"Other types";"Camden"
23486;"Health Clubs";"Hounslow"
8905;"Gym with Swimming Pool";"Sutton"
1247;"Health Clubs";"Havering"
10051;"Dance Gym";"Hackney"
11164;"Smaller Gym";"Havering"
2756;"Smaller Gym";"Merton"
22254;"Other types";"Lewisham"
19821;"Martial Arts Gym";"Kensington and Chelsea"
8043;"Smaller Gym";"Hammersmith and Fulham"
9275;"Fitness Centers";"Lambeth"
541;"Martial Arts Gym";"Brent"
8280;"Dance Gym";"Barking and Dagenham"
12230;"Martial Arts Gym";"Barking and Dagenham"
16547;"Martial Arts Gym";"Hounslow"
22869;"Smaller Gym";"Camden"
13973;"Gym with Swimming Pool";"Hammersmith and Fulham"
20131;"Martial Arts Gym";"Barking and Dagenham"
8202;"Smaller Gym";"Havering"
9426;"Martial Arts Gym";"Harrow"
5515;"Smaller Gym";"Brent"
6646;"Martial Arts Gym";"Richmond upon Thames"
15605;"Social Gym";"Kingston upon Thames"
21318;"Health Clubs";"Harrow"
8745;"Fitness Centers";"Wandsworth"
13462;"Dance Gym";"Greenwich"
7445;"Other types";"Bromley"
13791;"Other types";"Haringey"
23520;"Health Clubs";"Kingston upon Thames"
18410;"Outdoors Installations Gym";"Greenwich"
17554;"Gym with Swimming Pool";"Hounslow"
10222;"Fitness Centers";"Newham"
9379;"Health Clubs";"Lewisham"
19886;"Other types";"Camden"
13362;"Smaller Gym";"Bromley"
15325;"Martial Arts Gym";"Bromley"
19971;"Health Clubs";"Tower Hamlets"
19538;"Other types";"Hounslow"
8347;"Martial Arts Gym";"Islington"
16978;"Health Clubs";"Hackney"
23390;"Dance Gym";"Bexley"
14402;"Martial Arts Gym";"Brent"
18060;"Martial Arts Gym";"Redbridge"
1494;"Other types";"Harrow"
4494;"Fitness Centers";"Brent"
10804;"Gym with Swimming Pool";"Enfield"
23737;"Outdoors Installations Gym";"Croydon"
13487;"Martial Arts Gym";"Bexley"
5025;"Gym with Swimming Pool";"Westminster"
12642;"Other types";"Kingston upon Thames"
9568;"Gym with Swimming Pool";"Barnet"
12833;"Dance Gym";"Croydon"
2802;"Martial Arts Gym";"Ealing"
21140;"Social Gym";"Barking and Dagenham"
14770;"Health Clubs";"Enfield"
520;"Gym with Swimming Pool";"Brent"
22817;"Other types";"Westminster"
3780;"Martial Arts Gym";"Wandsworth"
8084;"Fitness Centers";"Hackney"
10387;"Martial Arts Gym";"Bromley"
23326;"Martial Arts Gym";"Brent"
2589;"Martial Arts Gym";"Bexley"
18838;"Gym with Swimming Pool";"Kensington and Chelsea"
16398;"Health Clubs";"Brent"
1033;"Martial Arts Gym";"Westminster"
3819;"Dance Gym";"Ealing"
9667;"Martial Arts Gym";"Kingston upon Thames"
20825;"Martial Arts Gym";"Kensington and Chelsea"
3886;"Martial Arts Gym";"Haringey"
12030;"Health Clubs";"Hammersmith and Fulham"
17172;"Smaller Gym";"Barking and Dagenham"
8304;"Other types";"Lambeth"
10832;"Other types";"Haringey"
18106;"Martial Arts Gym";"Havering"
11362;"Other types";"Lewisham"
22203;"Dance Gym";"Islington"
7539;"Other types";"Greenwich"
6571;"Outdoors Installations Gym";"Bexley"
21541;"Other types";"Kingston upon Thames"
3072;"Outdoors Installations Gym";"Camden"
10672;"Smaller Gym";"Merton"
10825;"Other types";"Haringey"
6956;"Health Clubs";"Sutton"
22896;"Martial Arts Gym";"Hammersmith and Fulham"
1660;"Martial Arts Gym";"Richmond upon Thames"
18702;"Gym with Swimming Pool";"Hillingdon"
10896;"Outdoors Installations Gym";"Sutton"
6677;"Martial Arts Gym";"Hounslow"
18206;"Health Clubs";"Southwark"
82;"Gym with Swimming Pool";"Camden"
11013;"Martial Arts Gym";"Hammersmith and Fulham"
9606;"Health Clubs";"Richmond upon Thames"
20930;"Martial Arts Gym";"Hammersmith and Fulham"
21892;"Other types";"Camden"
3084;"Other types";"Hammersmith and Fulham"
2211;"Outdoors Installations Gym";"Redbridge"
14925;"Health Clubs";"Westminster"
18332;"Smaller Gym";"Harrow"
18888;"Gym with Swimming Pool";"Camden"
9205;"Smaller Gym";"Havering"
10418;"Martial Arts Gym";"Harrow"
9533;"Other types";"Bexley"
22873;"Other types";"Camden"
17581;"Gym with Swimming Pool";"Kingston upon Thames"
10237;"Outdoors Installations Gym";"Barking and Dagenham"
11065;"Martial Arts Gym";"Hackney"
8089;"Martial Arts Gym";"Hackney"
2201;"Dance Gym";"Redbridge"
17467;"Other types";"NULL"
16260;"Martial Arts Gym";"Islington"
2520;"Martial Arts Gym";"Brent"
17893;"Health Clubs";"Westminster"
2001;"Dance Gym";"Kensington and Chelsea"
16656;"Other types";"Wandsworth"
15689;"Smaller Gym";"Ealing"
6752;"Other types";"Wandsworth"
17709;"Other types";"Hillingdon"
21586;"Outdoors Installations Gym";"Merton"
6737;"Health Clubs";"Merton"
14590;"Health Clubs";"Hounslow"
1599;"Other types";"Bexley"
4577;"Gym with Swimming Pool";"Bexley"
5982;"Health Clubs";"Kensington and Chelsea"
13044;"Outdoors Installations Gym";"Hackney"
7947;"Other types";"Sutton"
2615;"Other types";"Barnet"
7663;"Martial Arts Gym";"Hounslow"
16842;"Health Clubs";"Sutton"
2354;"Outdoors Installations Gym";"Southwark"
6305;"Gym with Swimming Pool";"Lambeth"
10215;"Smaller Gym";"Newham"
16284;"Health Clubs";"Islington"
19859;"Other types";"Westminster"
10085;"Outdoors Installations Gym";"Tower Hamlets"
20417;"Dance Gym";"Bexley"
22041;"Other types";"Redbridge"
156;"Other types";"Tower Hamlets"
10882;"Social Gym";"Croydon"
2952;"Health Clubs";"Sutton"
18047;"Martial Arts Gym";"Waltham Forest"
7492;"Other types";"Brent"
11887;"Health Clubs";"Sutton"
2462;"Martial Arts Gym";"Bromley"
20470;"Gym with Swimming Pool";"Barnet"
8881;"Other types";"Croydon"
6349;"Dance Gym";"Southwark"
22576;"Martial Arts Gym";"Wandsworth"
21868;"Fitness Centers";"Camden"
23009;"Social Gym";"Redbridge"
7524;"Social Gym";"Greenwich"
8595;"Martial Arts Gym";"Barnet"
17700;"Health Clubs";"Hillingdon"
7398;"Outdoors Installations Gym";"Lewisham"
18538;"Social Gym";"Hounslow"
22368;"Martial Arts Gym";"Greenwich"
3396;"Outdoors Installations Gym";"Islington"
1242;"Social Gym";"Havering"
13438;"Other types";"Brent"
6054;"Fitness Centers";"Camden"
17269;"Martial Arts Gym";"Islington"
6608;"Martial Arts Gym";"Barnet"
6332;"Martial Arts Gym";"Lambeth"
8226;"Gym with Swimming Pool";"Newham"
18775;"Fitness Centers";"Croydon"
16647;"Martial Arts Gym";"Wandsworth"
22531;"Outdoors Installations Gym";"Kingston upon Thames"
5718;"Dance Gym";"Kingston upon Thames"
1423;"Social Gym";"Lewisham"
19052;"Other types";"Redbridge"
23427;"Martial Arts Gym";"Barnet"
6493;"Martial Arts Gym";"Brent"
5845;"Health Clubs";"Enfield"
19321;"Gym with Swimming Pool";"Harrow"
9220;"Other types";"Newham"
3167;"Dance Gym";"Waltham Forest"
21652;"Other types";"Ealing"
19423;"Other types";"Bexley"
9213;"Other types";"Newham"
8579;"Martial Arts Gym";"Barnet"
9397;"Other types";"Bromley"
17196;"Martial Arts Gym";"Lambeth"
22825;"Martial Arts Gym";"Westminster"
19302;"Gym with Swimming Pool";"Bromley"
2525;"Health Clubs";"Brent"
23283;"Gym with Swimming Pool";"Harrow"
23369;"Other types";"Bexley"
14867;"Outdoors Installations Gym";"Sutton"
20021;"Smaller Gym";"Waltham Forest"
22553;"Other types";"Merton"
2506;"Gym with Swimming Pool";"Brent"
14121;"Martial Arts Gym";"Redbridge"
124;"Other types";"Hackney"
2038;"Fitness Centers";"Westminster"
891;"Other types";"Enfield"
5548;"Other types";"Bexley"
5673;"Martial Arts Gym";"Hounslow"
23570;"Other types";"Wandsworth"
7790;"Outdoors Installations Gym";"Ealing"
16826;"Social Gym";"Sutton"
23431;"Health Clubs";"Barnet"
14286;"Other types";"Islington"
3066;"Martial Arts Gym";"Camden"
8400;"Health Clubs";"Lewisham"
20193;"Other types";"Southwark"
18579;"Martial Arts Gym";"Kingston upon Thames"
3841;"Other types";"Hillingdon"
4896;"Martial Arts Gym";"Haringey"
13398;"Smaller Gym";"Harrow"
5583;"Health Clubs";"NULL"
11160;"Outdoors Installations Gym";"Havering"
23477;"Gym with Swimming Pool";"Hounslow"
1771;"Martial Arts Gym";"Wandsworth"
2056;"Social Gym";"Camden"
20438;"Gym with Swimming Pool";"NULL"
2350;"Martial Arts Gym";"Southwark"
5404;"Martial Arts Gym";"Lewisham"
17451;"Martial Arts Gym";"Bexley"
23346;"Other types";"Greenwich"
19527;"Other types";"Hounslow"
10602;"Other types";"Richmond upon Thames"
10207;"Martial Arts Gym";"Newham"
17792;"Smaller Gym";"Croydon"
3789;"Health Clubs";"Wandsworth"
10100;"Other types";"Tower Hamlets"
15198;"Martial Arts Gym";"Barking and Dagenham"
20513;"Fitness Centers";"Hounslow"
6012;"Gym with Swimming Pool";"Westminster"
5192;"Health Clubs";"Redbridge"
11816;"Other types";"Haringey"
18155;"Fitness Centers";"Barking and Dagenham"
10685;"Health Clubs";"Merton"
2493;"Other types";"Harrow"
16742;"Martial Arts Gym";"Enfield"
12020;"Outdoors Installations Gym";"Hammersmith and Fulham"
15937;"Dance Gym";"Camden"
8039;"Outdoors Installations Gym";"Camden"
13884;"Other types";"Kensington and Chelsea"
12741;"Smaller Gym";"Ealing"
6738;"Martial Arts Gym";"Merton"
9666;"Fitness Centers";"Kingston upon Thames"
16388;"Fitness Centers";"Brent"
9406;"Health Clubs";"Bromley"
20161;"Smaller Gym";"Lambeth"
6010;"Other types";"Westminster"
19095;"Martial Arts Gym";"Havering"
6406;"Health Clubs";"Lewisham"
17867;"Outdoors Installations Gym";"Westminster"
11139;"Outdoors Installations Gym";"Redbridge"
21930;"Other types";"Hackney"
1638;"Health Clubs";"Barnet"
5355;"Martial Arts Gym";"Southwark"
12576;"Martial Arts Gym";"Richmond upon Thames"
16171;"Other types";"Barking and Dagenham"
4369;"Gym with Swimming Pool";"Southwark"
5640;"Health Clubs";"Richmond upon Thames"
6750;"Other types";"Wandsworth"
8423;"Martial Arts Gym";"Bromley"
2989;"Other types";"Kensington and Chelsea"
22329;"Smaller Gym";"Brent"
894;"Martial Arts Gym";"Enfield"
9338;"Dance Gym";"Islington"
12225;"Martial Arts Gym";"Barking and Dagenham"
4759;"Health Clubs";"Wandsworth"
13203;"Other types";"Barking and Dagenham"
647;"Gym with Swimming Pool";"Barnet"
13136;"Other types";"Redbridge"
22174;"Gym with Swimming Pool";"Southwark"
12926;"Smaller Gym";"Westminster"
19761;"Fitness Centers";"Croydon"
3703;"Other types";"Kingston upon Thames"
23033;"Health Clubs";"Havering"
6440;"Fitness Centers";"Bromley"
1313;"Social Gym";"Barking and Dagenham"
3372;"Martial Arts Gym";"Southwark"
10080;"Health Clubs";"Tower Hamlets"
18161;"Outdoors Installations Gym";"Barking and Dagenham"
17368;"Smaller Gym";"Brent"
8988;"Martial Arts Gym";"Westminster"
1484;"Social Gym";"Harrow"
1999;"Health Clubs";"Kensington and Chelsea"
18737;"Gym with Swimming Pool";"Enfield"
16124;"Martial Arts Gym";"Havering"
10597;"Social Gym";"Richmond upon Thames"
21143;"Dance Gym";"Barking and Dagenham"
6298;"Other types";"Barking and Dagenham"
11760;"Other types";"Hillingdon"
17352;"Martial Arts Gym";"Harrow"
8658;"Other types";"Hounslow"
6224;"Fitness Centers";"Havering"
510;"Other types";"Harrow"
10701;"Martial Arts Gym";"Wandsworth"
4174;"Health Clubs";"Waltham Forest"
23080;"Health Clubs";"Newham"
2902;"Martial Arts Gym";"Haringey"
9136;"Martial Arts Gym";"Waltham Forest"
11049;"Other types";"Hackney"
17118;"Other types";"Havering"
12249;"Gym with Swimming Pool";"Lambeth"
636;"Other types";"Barnet"
561;"Other types";"Greenwich"
14144;"Health Clubs";"Havering"
5467;"Other types";"Harrow"
18439;"Health Clubs";"Bexley"
68;"Outdoors Installations Gym";"Camden"
4862;"Martial Arts Gym";"Enfield"
7810;"Martial Arts Gym";"Hillingdon"
1103;"Health Clubs";"Hammersmith and Fulham"
19204;"Health Clubs";"Southwark"
7377;"Gym with Swimming Pool";"Islington"
9698;"Martial Arts Gym";"Merton"
21645;"Martial Arts Gym";"Ealing"
14462;"Martial Arts Gym";"Bexley"
10019;"Health Clubs";"Hammersmith and Fulham"
8310;"Martial Arts Gym";"Lambeth"
13589;"Social Gym";"Hounslow"
5812;"Martial Arts Gym";"Hillingdon"
16487;"Martial Arts Gym";"Barnet"
18788;"Outdoors Installations Gym";"Croydon"
6726;"Other types";"Merton"
7482;"Health Clubs";"Brent"
390;"Martial Arts Gym";"Southwark"
7497;"Other types";"Brent"
9160;"Martial Arts Gym";"Redbridge"
13551;"Martial Arts Gym";"Richmond upon Thames"
23187;"Other types";"Islington"
10346;"Social Gym";"Islington"
20025;"Gym with Swimming Pool";"Waltham Forest"
12619;"Outdoors Installations Gym";"Hounslow"
18309;"Other types";"Bromley"
3299;"Health Clubs";"Barking and Dagenham"
10687;"Gym with Swimming Pool";"Merton"
15637;"Martial Arts Gym";"Merton"
13091;"Fitness Centers";"Waltham Forest"
11413;"Martial Arts Gym";"Harrow"
16550;"Other types";"Hounslow"
11546;"Fitness Centers";"Barnet"
13219;"Martial Arts Gym";"Barking and Dagenham"
94;"Martial Arts Gym";"Hammersmith and Fulham"
23237;"Fitness Centers";"Lewisham"
6607;"Dance Gym";"Barnet"
5822;"Gym with Swimming Pool";"Hillingdon"
935;"Martial Arts Gym";"Croydon"
419;"Martial Arts Gym";"Islington"
5110;"Social Gym";"Hackney"
20717;"Other types";"Haringey"
8894;"Other types";"Croydon"
9183;"Social Gym";"Havering"
6261;"Other types";"Newham"
328;"Fitness Centers";"Barking and Dagenham"
5092;"Martial Arts Gym";"Hackney"
4966;"Health Clubs";"Sutton"
21304;"Outdoors Installations Gym";"Harrow"
7859;"Health Clubs";"Haringey"
15922;"Health Clubs";"Camden"
17479;"Other types";"Barnet"
17930;"Health Clubs";"Hammersmith and Fulham"
1391;"Other types";"Islington"
17436;"Martial Arts Gym";"Bexley"
3200;"Martial Arts Gym";"Redbridge"
6144;"Fitness Centers";"Tower Hamlets"
4169;"Martial Arts Gym";"Waltham Forest"
22389;"Other types";"Bexley"
7687;"Martial Arts Gym";"Kingston upon Thames"
10811;"Dance Gym";"Enfield"
22594;"Health Clubs";"Wandsworth"
3693;"Martial Arts Gym";"Hounslow"
3344;"Health Clubs";"Lambeth"
9595;"Outdoors Installations Gym";"Richmond upon Thames"
19437;"Martial Arts Gym";"Bexley"
7272;"Martial Arts Gym";"Barking and Dagenham"
9561;"Fitness Centers";"Barnet"
18758;"Health Clubs";"Haringey"
13411;"Martial Arts Gym";"Brent"
2148;"Gym with Swimming Pool";"Tower Hamlets"
17060;"Health Clubs";"Redbridge"
1567;"Martial Arts Gym";"Greenwich"
3053;"Social Gym";"Camden"
20723;"Outdoors Installations Gym";"Haringey"
23612;"Other types";"Ealing"
12112;"Gym with Swimming Pool";"Waltham Forest"
13364;"Other types";"Bromley"
10399;"Martial Arts Gym";"Bromley"
4811;"Martial Arts Gym";"Ealing"
5048;"Outdoors Installations Gym";"Camden"
5119;"Outdoors Installations Gym";"Hackney"
4312;"Outdoors Installations Gym";"Lambeth"
14565;"Martial Arts Gym";"Richmond upon Thames"
2603;"Health Clubs";"NULL"
18750;"Outdoors Installations Gym";"Haringey"
17905;"Health Clubs";"Camden"
14661;"Fitness Centers";"Wandsworth"
4067;"Dance Gym";"Hammersmith and Fulham"
15500;"Health Clubs";"Barnet"
16520;"Other types";"Richmond upon Thames"
22856;"Other types";"Camden"
22566;"Social Gym";"Merton"
4002;"Martial Arts Gym";"Kensington and Chelsea"
22549;"Martial Arts Gym";"Merton"
6641;"Health Clubs";"Richmond upon Thames"
13686;"Other types";"Wandsworth"
4451;"Outdoors Installations Gym";"Bromley"
6026;"Other types";"Camden"
1895;"Other types";"Haringey"
8917;"Fitness Centers";"Sutton"
20567;"Dance Gym";"Merton"
18726;"Other types";"Enfield"
19925;"Dance Gym";"Hammersmith and Fulham"
10490;"Martial Arts Gym";"Greenwich"
540;"Dance Gym";"Brent"
20511;"Other types";"Hounslow"
3817;"Martial Arts Gym";"Ealing"
15802;"Other types";"Croydon"
11045;"Dance Gym";"Hackney"
20005;"Martial Arts Gym";"Waltham Forest"
11230;"Health Clubs";"Barking and Dagenham"
15068;"Other types";"Waltham Forest"
22491;"Other types";"Hounslow"
13158;"Dance Gym";"Havering"
15346;"Gym with Swimming Pool";"Bromley"
19933;"Dance Gym";"Hammersmith and Fulham"
16408;"Smaller Gym";"Brent"
17732;"Martial Arts Gym";"Enfield"
20108;"Health Clubs";"Newham"
22364;"Martial Arts Gym";"Greenwich"
365;"Dance Gym";"Lambeth"
12573;"Fitness Centers";"Richmond upon Thames"
5459;"Health Clubs";"Harrow"
1168;"Smaller Gym";"Tower Hamlets"
8987;"Smaller Gym";"Westminster"
23623;"Social Gym";"Hillingdon"
12335;"Martial Arts Gym";"Lewisham"
17132;"Outdoors Installations Gym";"Newham"
10316;"Other types";"Islington"
2316;"Smaller Gym";"Barking and Dagenham"
12542;"Other types";"Barnet"
11183;"Martial Arts Gym";"Havering"
1815;"Fitness Centers";"Ealing"
6576;"Gym with Swimming Pool";"NULL"
3563;"Smaller Gym";"Bexley"
9387;"Fitness Centers";"Lewisham"
12774;"Dance Gym";"Enfield"
3897;"Other types";"Haringey"
13679;"Other types";"Wandsworth"
8718;"Other types";"Merton"
15885;"Health Clubs";"Kensington and Chelsea"
2346;"Martial Arts Gym";"Lambeth"
16031;"Other types";"Tower Hamlets"
17837;"Outdoors Installations Gym";"Kensington and Chelsea"
23495;"Outdoors Installations Gym";"Hounslow"
14328;"Gym with Swimming Pool";"Lewisham"
7952;"Dance Gym";"Kensington and Chelsea"
17430;"Martial Arts Gym";"Bexley"
4658;"Martial Arts Gym";"Richmond upon Thames"
14597;"Smaller Gym";"Hounslow"
5061;"Other types";"Hammersmith and Fulham"
8435;"Health Clubs";"Bromley"
2000;"Health Clubs";"Kensington and Chelsea"
3224;"Martial Arts Gym";"Redbridge"
2863;"Smaller Gym";"Enfield"
20611;"Health Clubs";"Wandsworth"
2003;"Martial Arts Gym";"Kensington and Chelsea"
16820;"Other types";"Sutton"
16984;"Smaller Gym";"Hackney"
5641;"Outdoors Installations Gym";"Richmond upon Thames"
22647;"Other types";"Hillingdon"
12062;"Martial Arts Gym";"Tower Hamlets"
6950;"Social Gym";"Sutton"
13387;"Martial Arts Gym";"Harrow"
11332;"Health Clubs";"Islington"
4925;"Other types";"Croydon"
12462;"Other types";"Greenwich"
4381;"Martial Arts Gym";"Islington"
10262;"Social Gym";"Lambeth"
484;"Other types";"Bromley"
22882;"Gym with Swimming Pool";"Hammersmith and Fulham"
15408;"Martial Arts Gym";"Brent"
18087;"Martial Arts Gym";"Havering"
3949;"Martial Arts Gym";"Sutton"
16270;"Health Clubs";"Islington"
21163;"Martial Arts Gym";"Lambeth"
23173;"Martial Arts Gym";"Southwark"
9628;"Martial Arts Gym";"Hounslow"
6208;"Other types";"Redbridge"
21204;"Social Gym";"Southwark"
18375;"Health Clubs";"Brent"
7690;"Smaller Gym";"Kingston upon Thames"
6553;"Health Clubs";"Bexley"
20017;"Outdoors Installations Gym";"Waltham Forest"
20749;"Smaller Gym";"Croydon"
9971;"Dance Gym";"Westminster"
1979;"Other types";"Sutton"
689;"Martial Arts Gym";"Hounslow"
